audio,output,flag,username,timestamp
E:\Projects\ai_therapist_experiment\flagged\audio\c8f878eae15ec8e38cbe31f182d28abffe2f175e\tmp7e2a_gi9.wav,,,,2023-09-18 08:41:37.887560
